Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base
ACONATIC,bruno,Aconatic,ACONATIC,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Caixun,tamachi,CAIXUN,APAC,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
TD_SYSTEMS,yeongdeungpo,TD SYSTEMS,Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Sharp,bruno,Sharp,Sharp,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
LinkNet,DMTS21LC,LinkNet,X1Lite,1907MB,TV,Realtek RTD1310,2x ARM Mali G31 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
JCOM,XA401,J:COM,XA401,2567MB,TV,Broadcom BCM7278,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
Truvii,bruno,truvii,Truvii,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
AGE,zhongshan,AGE (in),AGE,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
itel,samseong,Itel,G5524BE,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
MARCEL,tamachi,Marcel,EU,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
WasabiMango,seocho,MTC,MTC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
MECOOL,YYT,Mecool,KD3,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
DAZN,m393gena_dazn,dazen,DAZN,2780MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
BEKO,wanchai,Beko,Beko Google TV,1876MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
EKO,zhongshan,EKO,EKO,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Tigo,uiw4059mil,TIGO,ONEtv,1761MB,TV,Broadcom BCM72113,VideoCore vc6  (500 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
LinkNet,DCN88_72604_LN,LinkNet,X1 Prime,1442MB,TV,Broadcom BCM72604,,720x1280,213,armeabi;armeabi-v7a,26,3.1,0
NEBULA,D2140-Cosmos,Nebula,D2160,2103MB,TV,Amlogic AMLT962X2,3x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
SHARP,tcsu2uj,Sharp,"4T-C**AM1/AN1/AL1,8T-C**AX1/AW1",1994MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0
CHALLENGER,R3,Challenger,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Claro,SEI700CPR,Claro,ClaroTV+ Mini,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
CIK,S4000,MTC,S4000-C0C10,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
KemplerStruss,gangbyeon,KEMPLER STRAUSS,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Albadeel,longshan,ALBADEEL,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Walton,osaki,Walton,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
ARRIS,zc4455v_orb,Orange,TV Box,1751MB,TV,Broadcom BCM72115,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
ALBADEEL,samseong,ALBADEEL,B725050U,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
HYUNDAI,samseong,Hyundai,HATV-58AA100,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
lge,hg2_iot,LGU+,U+ tv woofer 1.5,987MB,TV,Marvell BG2Q4K,,720x1280,213,armeabi;armeabi-v7a,26,3,0
LinkNet,DTC9565,LinkNet,X1-Prime-c,1774MB,TV,HiSilicon hi3796mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ARRIS,zi4450v_ors,Orange,TV Box,1815MB,TV,Broadcom BCM72115,,1080x1920,320,armeabi;armeabi-v7a,31,3.1,0
Thomson,LAS,Thomson,LEAP-S1,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
ARCELIK,sinchon,Arçelik,Arçelik Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ENTEL,m393vsb_entel,Entel,DECO ENTEL VSB3930,3064MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
TVPLUS,DV6069Y_TVPLUS,TVPLUS,TV PLUS 4K BOX,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Tecnomaster,sugamo,Tecnomaster,Tecnomaster,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
GLOBAL,stanford,KTCtv,Global,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MARQ,DV6067H,MarQ,DV6067H,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Digiquest,tamachi,Digiquest,Italy,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
BenQ,S905Y2,BenQ,Q Stick,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Prismplus,shibuya,PRISMPLUS,Prismplus TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Claro,SEI810CPR,Claro,Claro STB,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
AIWA,redwood,Aiwa,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MYSTIC,R4,Mystic,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Freebox,fbx6lc,Freebox,Mini 4K,1521MB,TV,Broadcom BCM7252,,1080x1920,320,armeabi;armeabi-v7a,25,2,0
GeneralSupreme,longshan,GeneralSupreme,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Iris,shinagawa,Iris,Iris 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
ROSSO,stanford,KTCtv,Rosso,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Magenta-TV,HY44G,Magenta TV,TV box,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
ORIENT,R1,SCBC TV,ATV R1,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
NVIDIA,darcy,NVIDIA,SHIELD TV,3093MB,TV,NVidia Tegra X1 T210,NVidia Maxwell  (1000 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0
ARRIS,f503,Arris,VIP7300,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
biolux,redwood,biolux,Android TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
PLAY,DV8945-KPP,PlayPoland,PLAY NOW TV BOX 3,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
ESSENTIELB,R3,EssentielB,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MediaTek,m7332_eu,,,1391MB,TV,unknown,,1080x1920,240,armeabi;armeabi-v7a,28,3.2,0
Hyundai,longshan,Hyundai,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Haier,daan,Haier,Haier Android TV PRO,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Aconatic,OD0M_EA_T32,Aconatic,ACONATIC UHD TV,1403MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
ZITRO,zhongshan,KTCtv,Zitro,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
PREMIER,ikebukuro,Premier,Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SHARP,martin,Sharp,Europe,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
AIWA,shinagawa,Aiwa,AIWA 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SledovaniTV,DV8220,SledovaniTV,DV8220,1040MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
VU,samseong,Vu Televisions,50CA,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SHARP,tcvenuj,Sharp,4T-C**DS1/DN1/DP1,3160MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Noblex,songshan,Noblex,X9500,1877MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Telefunken,shibuya,Telefunken,TelefunkenTV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
WOW,uiw4020wow,Technicolor,WOW! Sapphire,1787MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
SHARP,ewha,Sharp,Sharp,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Magenta-TV,DV6067Y_TVStick,MagentaTV,DV6067Y-T,2087MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
NowTV,3103,NowTV,3103A,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
BLAUPUNKT,samseong,Blaupunkt,Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Nebula,D2140-Cosmos,Nebula,D2140,2104MB,TV,Amlogic AMLT962X2,3x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
Xiaomi,machuca,Xiaomi,MiTV,1920MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Philco,shinjuku,Philco,PhilcoTV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SYLVOX,lasalle,SYLVOX,Smart TV 2K,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
HYUNDAI,kenton,Hyundai,HYUNDAI 4K Android TV,2147MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Tigo,uiw4054mil,TIGO,ONEtv,1746MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
SaskTel,HMB2213PW22WA,Sasktel,SaskTel maxTV Stream,1396MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,28,3,0
CHIMEI,zhongshan,KTCtv,CHIMEI,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Technicolor,dci765ekt,Technicolor,Euskaltel,1510MB,TV,Marvell BG4-CT,,1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
LUCOMS,R2,SCBC TV,ATV R2,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ERGO,redwood,Ergo,GHS55,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
BOREAL,R2,BOREAL,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
lge,tvg2,LGU+,U+ tv UHD,987MB,TV,Marvell BG2Q4K,,720x1280,213,armeabi;armeabi-v7a,26,3,0
AQUA,daan,Aqua,AQUA Android TV FF Pro,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
EVOFORCE1,SEI800MOBI,EVOFORCE1,FRC1-MOBI,2084MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
FandU,tamachi,F&U (Fandu),Greece,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Polaroid,komagome,Polaroid,Polaroid,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
AIWA,samseong,Aiwa,Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Hathway,SEI111H,Hathway,DVB-ATV100,1031MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
MagentaTV,HY44G,Magenta TV,MagentaTV ONE,3948MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Sony,BRAVIA_VH22,Sony,BRAVIA VH22,3057MB,TV,Mediatek MT5835,3x ARM Mali G52 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
AMSTRAD,R4,Amstrad,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Airtel,hsw4026atl,Airtel,XStream Smart Box,1491MB,TV,Broadcom BCM72604,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
Next,YYT,Next,4K TV Stick,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
JVC,R1,SCBC TV,ATV R1,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
MEO,DV8555-MEO,MEO(Portugal),MEO TV Box 4K,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
KT,MA4000,Korea Telecom,MA4000,3141MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MASTER-G,R1,Master-G,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
MarQ,bangbae,MarQ,MarQ,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Qbell,tamachi,QBell,Italy,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
ARRIS,vip5702w_tn,Telenor,Telenor Mediahubb,1789MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
JVC,yeongdeungpo,JVC,South Africa/Australia /Israel/Paraguay,1415MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,2,0
SCHNEIDER,bangbae,SCHNEIDER,SCHNEIDER,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ECOSTAR,zhongshan,EcoStar,ECOSTAR,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MTS,DV8304C,MTS (RU),DV8304-C,2086MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
PHILIPS,QM16XE_F,Philips,FHD Ultra Slim LED TV Powered by Android,1639MB,TV,Mediatek MT5595,,720x1280,213,armeabi;armeabi-v7a,25,2,0
UMAX,shilin,Umax,Umax,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ELSONIC,redwood,ELSONIC,ESD,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Syinix,barking,Syinix,55U51,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Philips,PH8M_HE_5596,Philips,Mediasuite,1966MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
OK,redwood,OK (Mediamark),Android TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SAMPO,R2,SAMPO,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
INNOVA,hanyang,Haier,INNOVA android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
realme,redwood,realme,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
ElisaElamus,uzw4026ele,Technicolor,Elisa Elamus,1491MB,TV,Broadcom BCM72604,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
EVOFORCE1,SEI800BS,EVOFORCE1,FRC1-BlueStream,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Tesla,SW6H,Tesla,TESLA 4K SMART TV FF,1850MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
G-Guard,hamamatsucho,G-Guard,fushan_Guard,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Hisense,huangshan,Hisense,huangshan,2033MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Zephir,yeongdeungpo,Zephir,Italy,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
BLAUPUNKT,komagome,Blaupunkt,Blaupunkt,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
ZapiTV,SEI800ZAPI,ZapiTV,ZAPI2022,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MagentaTV,DV6067Y,MagentaTV,OTT-G1,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Sky,DV6067Y_SKY,Sky (CH),Sky TV Stick,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Steren,INTV,Steren,INTV 1000,2086MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
SANSUI,martin,Sansui,"USA,Canada,Mexico",962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Tempo,hanyang,Bauhn,Bauhn android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SIERA,zhongshan,KTCtv,Siera,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
AQUA,jordan,Aqua,AQUA MatrixTV BE,1876MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
FPT_Telecom,SEI610FPT,FPT Telecom,FPT Play Box S,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
ARTEL,R3,Artel,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
NobleSkiodo,sunnyvale,NobleSkiodo,NS 2K SmartTV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
1u1,diw387_1u1,1&1,DIW387-1&1,1755MB,TV,Broadcom BCM7211,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
MundoPacifico,S2000,MTC,chile,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
FLOW,m393gena_teco,Flow,FlowSoundBox,3062MB,TV,Broadcom BCM72178,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
TECO,longshan,TECO,Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
TD_SYSTEMS,martin,TD SYSTEMS,Android TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
STAR-X,yeongdeungpo,Star-X,Middle East,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Ematic,Jetstream,Ematic,USA,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
SVISION,stanford,S Vision,AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
EKO,nippori,EKO,Australia,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Haier,YQB,Haier,Dongle Matrix,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Continental,tamachi,Continental Edison,France,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Telia,DV8919X-KET,Telia,DV8919X-KET,3946MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ContinentalEdison,martin,Continental Edison,EU、UK、AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Sony,BRAVIA_VH21,Sony,BRAVIA VH21,3070MB,TV,Mediatek MT5835,3x ARM Mali G52 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Avatel,DV8547-KSA,AVATEL,DV8547_Avatel,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Airtel,AirtelOTTBox,Airtel,HP2707,947MB,TV,HiSilicon hi3798mv300,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
1u1,diw362_1u1,1&1,1&1 Puck,1486MB,TV,Broadcom BCM72604B0,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
BLAUPUNKT,zhongshan,Blaupunkt,Blaupunkt,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MINIX,DV8553,MINIX,MINIX NEO T5,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
SHARP,namba,Sharp,EG1,1486MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
LUCOMS,zhongshan,LUCOMS,LUCOMS,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
POWER-GREEN,zhongshan,KTCtv,POWER GREEN,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Xiaomi,oneday,Xiaomi,MiBox S,2083MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ELEXIA,komagome,ELEXIA,ELEXIA,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
AKINO,laoshan,Akino,laoshan-Akino,1423MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
HUAWEI,TT01,Docomo,Japan,3021MB,TV,HiSilicon hi3798cv200,ARM Mali T720 (675 MHz),1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
Polytron,songshan,Polytron,PLD43UG5959/PLD43BUG5959/PLD50UG5959/PLD50BUG5959/PLD55UG5959/,1877MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
